product_id,product_name,category,subcategory,gender,color,size,fit,material,brand,price_inr,rating,season,description
PRD3380,H&M Women's Purple Relaxed Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Women,Purple,L,Relaxed Fit,Polyester,H&M,1499,4.8,Spring,"Elevate your look with this stylish Purple linen summer shorts by H&M. Designed in a comfortable Relaxed Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD3381,Biba Women's Yellow Slim Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Women,Yellow,S,Slim Fit,Polyester,Biba,1749,4.1,Spring,"Top-rated Biba cotton chino shorts featuring premium Yellow Polyester. Tailored to a comfortable Slim Fit, ideal for everyday wear during Spring."
PRD3382,Under Armour Men's White Regular Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Men,White,XXL,Regular Fit,Linen,Under Armour,899,3.5,Summer,"Top-rated Under Armour casual denim shorts featuring premium White Linen. Tailored to a comfortable Regular Fit, ideal for everyday wear during Summer."
PRD3383,US Polo Assn Men's Maroon Regular Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Men,Maroon,L,Regular Fit,Linen,US Polo Assn,1149,4.0,Summer,Stay fashion-forward with this versatile Maroon cargo pocket shorts from US Polo Assn. Includes a refined Regular Fit profile and high quality Linen fabric.
PRD3384,Zara Men's Red Relaxed Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Men,Red,L,Relaxed Fit,Denim,Zara,1549,4.4,Spring,"Elevate your look with this stylish Red cargo pocket shorts by Zara. Designed in a comfortable Relaxed Fit using high-grade Denim, perfect for casual or semi-formal outings."
PRD3385,Allen Solly Women's Beige Relaxed Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Women,Beige,S,Relaxed Fit,Linen,Allen Solly,1499,4.2,Summer,"Crafted from premium Linen, this Allen Solly Beige casual denim shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Relaxed Fit design."
PRD3386,Aurelia Men's Maroon Slim Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Men,Maroon,XL,Slim Fit,Linen,Aurelia,1849,4.5,Spring,"Crafted from premium Linen, this Aurelia Maroon cotton chino shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Slim Fit design."
PRD3387,Levi's Women's Yellow Relaxed Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Women,Yellow,M,Relaxed Fit,Linen,Levi's,1699,4.6,Spring,"Top-rated Levi's linen summer shorts featuring premium Yellow Linen. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during Spring."
PRD3388,Zara Women's Brown Slim Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Women,Brown,L,Slim Fit,Linen,Zara,2049,4.7,Summer,"Top-rated Zara athletic running shorts featuring premium Brown Linen. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD3389,Manyavar Women's Black Relaxed Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Women,Black,S,Relaxed Fit,Polyester,Manyavar,2049,4.5,Spring,"Top-rated Manyavar athletic running shorts featuring premium Black Polyester. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during Spring."
PRD3390,Roadster Men's Maroon Regular Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Men,Maroon,XXL,Regular Fit,Cotton,Roadster,1549,4.6,Spring,"Crafted from premium Cotton, this Roadster Maroon cotton chino shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Regular Fit design."
PRD3391,Aurelia Unisex's Maroon Regular Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Unisex,Maroon,XL,Regular Fit,Cotton,Aurelia,1099,3.8,Spring,"Crafted from premium Cotton, this Aurelia Maroon athletic running shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Regular Fit design."
PRD3392,H&M Men's Pink Relaxed Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Men,Pink,M,Relaxed Fit,Cotton,H&M,1849,4.4,Spring,"Top-rated H&M athletic running shorts featuring premium Pink Cotton. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during Spring."
PRD3393,H&M Unisex's White Regular Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Unisex,White,XL,Regular Fit,Cotton,H&M,2099,4.0,Summer,"Elevate your look with this stylish White linen summer shorts by H&M. Designed in a comfortable Regular Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD3394,Puma Men's Beige Relaxed Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Men,Beige,L,Relaxed Fit,Cotton,Puma,1899,3.9,Spring,Stay fashion-forward with this versatile Beige athletic running shorts from Puma. Includes a refined Relaxed Fit profile and high quality Cotton fabric.
PRD3395,Under Armour Men's Black Slim Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Men,Black,M,Slim Fit,Denim,Under Armour,1349,4.0,Summer,"Top-rated Under Armour cargo pocket shorts featuring premium Black Denim. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD3396,Levi's Women's Navy Relaxed Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Women,Navy,S,Relaxed Fit,Linen,Levi's,1449,4.4,Spring,"Crafted from premium Linen, this Levi's Navy casual denim shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Relaxed Fit design."
PRD3397,Tommy Hilfiger Women's Red Slim Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Women,Red,XXL,Slim Fit,Polyester,Tommy Hilfiger,1749,3.7,Spring,"Essential Tommy Hilfiger Women's linen summer shorts tailored with a modern Slim Fit. Made of soft, breathable Polyester in rich Red. Ideal choice for Spring."
PRD3398,Puma Unisex's Maroon Regular Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Unisex,Maroon,M,Regular Fit,Denim,Puma,2099,4.5,Summer,"Crafted from premium Denim, this Puma Maroon linen summer shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Regular Fit design."
PRD3399,Jack & Jones Men's Grey Regular Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Men,Grey,XL,Regular Fit,Cotton,Jack & Jones,1999,3.9,Spring,"Elevate your look with this stylish Grey linen summer shorts by Jack & Jones. Designed in a comfortable Regular Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD3400,Nike Unisex's Yellow Relaxed Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Unisex,Yellow,XL,Relaxed Fit,Cotton,Nike,1999,4.8,Summer,"Top-rated Nike cargo pocket shorts featuring premium Yellow Cotton. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during Summer."
PRD3401,Roadster Men's Navy Slim Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Men,Navy,S,Slim Fit,Denim,Roadster,899,4.2,Spring,"Top-rated Roadster linen summer shorts featuring premium Navy Denim. Tailored to a comfortable Slim Fit, ideal for everyday wear during Spring."
PRD3402,Roadster Unisex's Green Slim Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Unisex,Green,M,Slim Fit,Linen,Roadster,749,4.3,Summer,"Top-rated Roadster athletic running shorts featuring premium Green Linen. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD3403,Zara Unisex's Purple Slim Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Unisex,Purple,XL,Slim Fit,Linen,Zara,999,4.3,Summer,"Top-rated Zara linen summer shorts featuring premium Purple Linen. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD3404,HRX Men's Olive Regular Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Men,Olive,S,Regular Fit,Polyester,HRX,2049,4.8,Spring,Stay fashion-forward with this versatile Olive linen summer shorts from HRX. Includes a refined Regular Fit profile and high quality Polyester fabric.
PRD3405,Roadster Unisex's Olive Relaxed Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Unisex,Olive,XL,Relaxed Fit,Polyester,Roadster,1949,3.9,Summer,"Crafted from premium Polyester, this Roadster Olive linen summer shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Relaxed Fit design."
PRD3406,HRX Men's Grey Relaxed Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Men,Grey,S,Relaxed Fit,Cotton,HRX,1049,4.7,Spring,Stay fashion-forward with this versatile Grey linen summer shorts from HRX. Includes a refined Relaxed Fit profile and high quality Cotton fabric.
PRD3407,Biba Men's Yellow Slim Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Men,Yellow,M,Slim Fit,Denim,Biba,1949,3.7,Summer,"Crafted from premium Denim, this Biba Yellow cotton chino shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD3408,FabIndia Men's Olive Regular Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Men,Olive,M,Regular Fit,Polyester,FabIndia,1349,4.7,Spring,Stay fashion-forward with this versatile Olive athletic running shorts from FabIndia. Includes a refined Regular Fit profile and high quality Polyester fabric.
PRD3409,FabIndia Women's Yellow Relaxed Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Women,Yellow,S,Relaxed Fit,Linen,FabIndia,1049,3.5,Summer,"Essential FabIndia Women's cargo pocket shorts tailored with a modern Relaxed Fit. Made of soft, breathable Linen in rich Yellow. Ideal choice for Summer."
PRD3410,Roadster Men's Olive Regular Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Men,Olive,XXL,Regular Fit,Denim,Roadster,699,4.4,Spring,"Elevate your look with this stylish Olive cargo pocket shorts by Roadster. Designed in a comfortable Regular Fit using high-grade Denim, perfect for casual or semi-formal outings."
PRD3411,Puma Women's Red Slim Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Women,Red,XXL,Slim Fit,Denim,Puma,1599,4.1,Spring,"Crafted from premium Denim, this Puma Red athletic running shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Slim Fit design."
PRD3412,Puma Women's Olive Regular Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Women,Olive,L,Regular Fit,Cotton,Puma,1149,4.1,Summer,"Elevate your look with this stylish Olive linen summer shorts by Puma. Designed in a comfortable Regular Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD3413,US Polo Assn Women's Navy Slim Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Women,Navy,XXL,Slim Fit,Linen,US Polo Assn,2199,3.6,Spring,"Top-rated US Polo Assn casual denim shorts featuring premium Navy Linen. Tailored to a comfortable Slim Fit, ideal for everyday wear during Spring."
PRD3414,Jack & Jones Women's Olive Slim Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Women,Olive,L,Slim Fit,Denim,Jack & Jones,1699,4.3,Spring,"Crafted from premium Denim, this Jack & Jones Olive cargo pocket shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Slim Fit design."
PRD3415,W Women's Beige Slim Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Women,Beige,XL,Slim Fit,Polyester,W,1499,3.7,Spring,"Elevate your look with this stylish Beige linen summer shorts by W. Designed in a comfortable Slim Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD3416,Roadster Women's Black Regular Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Women,Black,XXL,Regular Fit,Linen,Roadster,2249,4.4,Spring,"Top-rated Roadster cotton chino shorts featuring premium Black Linen. Tailored to a comfortable Regular Fit, ideal for everyday wear during Spring."
PRD3417,HRX Unisex's Blue Slim Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Unisex,Blue,XXL,Slim Fit,Polyester,HRX,1649,5.0,Spring,"Elevate your look with this stylish Blue cargo pocket shorts by HRX. Designed in a comfortable Slim Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD3418,Roadster Women's White Relaxed Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Women,White,M,Relaxed Fit,Linen,Roadster,1499,4.3,Summer,"Elevate your look with this stylish White casual denim shorts by Roadster. Designed in a comfortable Relaxed Fit using high-grade Linen, perfect for casual or semi-formal outings."
PRD3419,Levi's Women's Grey Slim Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Women,Grey,M,Slim Fit,Linen,Levi's,1049,4.8,Spring,Stay fashion-forward with this versatile Grey athletic running shorts from Levi's. Includes a refined Slim Fit profile and high quality Linen fabric.
PRD3420,Under Armour Unisex's Purple Slim Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Unisex,Purple,L,Slim Fit,Denim,Under Armour,2199,4.3,Summer,Stay fashion-forward with this versatile Purple linen summer shorts from Under Armour. Includes a refined Slim Fit profile and high quality Denim fabric.
PRD3421,Biba Unisex's Beige Relaxed Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Unisex,Beige,XXL,Relaxed Fit,Linen,Biba,1049,4.1,Spring,Stay fashion-forward with this versatile Beige linen summer shorts from Biba. Includes a refined Relaxed Fit profile and high quality Linen fabric.
PRD3422,Levi's Men's Red Regular Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Men,Red,XXL,Regular Fit,Denim,Levi's,1199,4.8,Summer,"Elevate your look with this stylish Red cargo pocket shorts by Levi's. Designed in a comfortable Regular Fit using high-grade Denim, perfect for casual or semi-formal outings."
PRD3423,Nike Men's Pink Relaxed Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Men,Pink,M,Relaxed Fit,Denim,Nike,949,4.1,Summer,"Crafted from premium Denim, this Nike Pink cargo pocket shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Relaxed Fit design."
PRD3424,Levi's Women's Green Slim Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Women,Green,M,Slim Fit,Linen,Levi's,1949,4.6,Spring,"Crafted from premium Linen, this Levi's Green casual denim shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Slim Fit design."
PRD3425,US Polo Assn Men's Purple Regular Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Men,Purple,L,Regular Fit,Cotton,US Polo Assn,899,3.5,Summer,"Top-rated US Polo Assn cotton chino shorts featuring premium Purple Cotton. Tailored to a comfortable Regular Fit, ideal for everyday wear during Summer."
PRD3426,Under Armour Women's White Relaxed Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Women,White,S,Relaxed Fit,Linen,Under Armour,1899,4.4,Summer,Stay fashion-forward with this versatile White athletic running shorts from Under Armour. Includes a refined Relaxed Fit profile and high quality Linen fabric.
PRD3427,Tommy Hilfiger Women's White Relaxed Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Women,White,S,Relaxed Fit,Denim,Tommy Hilfiger,1349,4.4,Spring,"Elevate your look with this stylish White athletic running shorts by Tommy Hilfiger. Designed in a comfortable Relaxed Fit using high-grade Denim, perfect for casual or semi-formal outings."
PRD3428,Zara Men's Red Regular Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Men,Red,XXL,Regular Fit,Denim,Zara,1649,5.0,Summer,Stay fashion-forward with this versatile Red linen summer shorts from Zara. Includes a refined Regular Fit profile and high quality Denim fabric.
PRD3429,Nike Women's Yellow Relaxed Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Women,Yellow,XXL,Relaxed Fit,Linen,Nike,2249,4.3,Summer,"Crafted from premium Linen, this Nike Yellow linen summer shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Relaxed Fit design."
PRD3430,W Unisex's White Slim Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Unisex,White,L,Slim Fit,Cotton,W,1199,4.4,Spring,"Crafted from premium Cotton, this W White athletic running shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Slim Fit design."
PRD3431,Jack & Jones Women's Grey Slim Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Women,Grey,XL,Slim Fit,Linen,Jack & Jones,999,4.6,Spring,"Essential Jack & Jones Women's linen summer shorts tailored with a modern Slim Fit. Made of soft, breathable Linen in rich Grey. Ideal choice for Spring."
PRD3432,Levi's Men's Brown Regular Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Men,Brown,S,Regular Fit,Linen,Levi's,2149,3.7,Spring,"Elevate your look with this stylish Brown cargo pocket shorts by Levi's. Designed in a comfortable Regular Fit using high-grade Linen, perfect for casual or semi-formal outings."
PRD3433,H&M Women's Olive Relaxed Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Women,Olive,S,Relaxed Fit,Polyester,H&M,699,3.6,Spring,Stay fashion-forward with this versatile Olive cotton chino shorts from H&M. Includes a refined Relaxed Fit profile and high quality Polyester fabric.
PRD3434,Mango Unisex's White Slim Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Unisex,White,S,Slim Fit,Linen,Mango,1149,4.1,Spring,"Top-rated Mango cotton chino shorts featuring premium White Linen. Tailored to a comfortable Slim Fit, ideal for everyday wear during Spring."
PRD3435,FabIndia Men's Maroon Regular Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Men,Maroon,XXL,Regular Fit,Cotton,FabIndia,1649,3.8,Summer,Stay fashion-forward with this versatile Maroon casual denim shorts from FabIndia. Includes a refined Regular Fit profile and high quality Cotton fabric.
PRD3436,Zara Women's Maroon Slim Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Women,Maroon,L,Slim Fit,Polyester,Zara,1599,3.9,Spring,"Top-rated Zara cotton chino shorts featuring premium Maroon Polyester. Tailored to a comfortable Slim Fit, ideal for everyday wear during Spring."
PRD3437,Levi's Women's Grey Slim Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Women,Grey,M,Slim Fit,Linen,Levi's,2249,3.8,Spring,"Crafted from premium Linen, this Levi's Grey cargo pocket shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Slim Fit design."
PRD3438,Levi's Women's Navy Slim Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Women,Navy,S,Slim Fit,Cotton,Levi's,2099,4.3,Spring,"Essential Levi's Women's athletic running shorts tailored with a modern Slim Fit. Made of soft, breathable Cotton in rich Navy. Ideal choice for Spring."
PRD3439,H&M Unisex's Red Relaxed Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Unisex,Red,S,Relaxed Fit,Denim,H&M,1199,4.0,Spring,"Elevate your look with this stylish Red athletic running shorts by H&M. Designed in a comfortable Relaxed Fit using high-grade Denim, perfect for casual or semi-formal outings."
PRD3440,Adidas Unisex's Purple Slim Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Unisex,Purple,L,Slim Fit,Polyester,Adidas,1399,4.3,Summer,"Crafted from premium Polyester, this Adidas Purple casual denim shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD3441,Nike Women's Green Regular Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Women,Green,M,Regular Fit,Linen,Nike,1899,4.5,Spring,Stay fashion-forward with this versatile Green cargo pocket shorts from Nike. Includes a refined Regular Fit profile and high quality Linen fabric.
PRD3442,Zara Women's Black Slim Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Women,Black,XXL,Slim Fit,Polyester,Zara,1199,4.8,Summer,"Crafted from premium Polyester, this Zara Black athletic running shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD3443,US Polo Assn Women's Blue Relaxed Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Women,Blue,M,Relaxed Fit,Polyester,US Polo Assn,1899,4.9,Summer,"Top-rated US Polo Assn cargo pocket shorts featuring premium Blue Polyester. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during Summer."
PRD3444,Roadster Men's Brown Relaxed Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Men,Brown,XXL,Relaxed Fit,Cotton,Roadster,1449,4.1,Summer,"Elevate your look with this stylish Brown cotton chino shorts by Roadster. Designed in a comfortable Relaxed Fit using high-grade Cotton, perfect for casual or semi-formal outings."
PRD3445,Zara Unisex's Navy Relaxed Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Unisex,Navy,S,Relaxed Fit,Linen,Zara,2049,4.2,Spring,"Top-rated Zara cotton chino shorts featuring premium Navy Linen. Tailored to a comfortable Relaxed Fit, ideal for everyday wear during Spring."
PRD3446,Levi's Women's Navy Slim Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Women,Navy,XL,Slim Fit,Polyester,Levi's,1249,4.5,Summer,"Top-rated Levi's cotton chino shorts featuring premium Navy Polyester. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD3447,Allen Solly Unisex's Red Regular Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Unisex,Red,M,Regular Fit,Linen,Allen Solly,799,4.9,Summer,"Top-rated Allen Solly cotton chino shorts featuring premium Red Linen. Tailored to a comfortable Regular Fit, ideal for everyday wear during Summer."
PRD3448,Jack & Jones Women's Purple Slim Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Women,Purple,XL,Slim Fit,Cotton,Jack & Jones,749,4.3,Spring,"Top-rated Jack & Jones cargo pocket shorts featuring premium Purple Cotton. Tailored to a comfortable Slim Fit, ideal for everyday wear during Spring."
PRD3449,Aurelia Men's Pink Slim Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Men,Pink,XXL,Slim Fit,Cotton,Aurelia,2099,4.4,Summer,"Top-rated Aurelia athletic running shorts featuring premium Pink Cotton. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD3450,US Polo Assn Men's Blue Slim Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Men,Blue,XL,Slim Fit,Denim,US Polo Assn,899,3.6,Spring,"Top-rated US Polo Assn cotton chino shorts featuring premium Blue Denim. Tailored to a comfortable Slim Fit, ideal for everyday wear during Spring."
PRD3451,Adidas Women's Yellow Slim Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Women,Yellow,XL,Slim Fit,Polyester,Adidas,1149,3.8,Summer,"Crafted from premium Polyester, this Adidas Yellow linen summer shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD3452,Nike Unisex's Grey Slim Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Unisex,Grey,M,Slim Fit,Polyester,Nike,949,3.5,Spring,"Elevate your look with this stylish Grey linen summer shorts by Nike. Designed in a comfortable Slim Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD3453,Mango Women's Beige Regular Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Women,Beige,L,Regular Fit,Polyester,Mango,1649,4.6,Spring,"Crafted from premium Polyester, this Mango Beige casual denim shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Regular Fit design."
PRD3454,Aurelia Unisex's Red Slim Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Unisex,Red,L,Slim Fit,Linen,Aurelia,1449,4.6,Summer,"Top-rated Aurelia cotton chino shorts featuring premium Red Linen. Tailored to a comfortable Slim Fit, ideal for everyday wear during Summer."
PRD3455,Under Armour Unisex's Red Relaxed Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Unisex,Red,XL,Relaxed Fit,Polyester,Under Armour,1449,5.0,Spring,"Elevate your look with this stylish Red cargo pocket shorts by Under Armour. Designed in a comfortable Relaxed Fit using high-grade Polyester, perfect for casual or semi-formal outings."
PRD3456,HRX Men's Navy Relaxed Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Men,Navy,L,Relaxed Fit,Linen,HRX,1149,5.0,Summer,"Elevate your look with this stylish Navy cotton chino shorts by HRX. Designed in a comfortable Relaxed Fit using high-grade Linen, perfect for casual or semi-formal outings."
PRD3457,Biba Unisex's Yellow Regular Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Unisex,Yellow,L,Regular Fit,Cotton,Biba,1649,4.7,Summer,Stay fashion-forward with this versatile Yellow casual denim shorts from Biba. Includes a refined Regular Fit profile and high quality Cotton fabric.
PRD3458,Levi's Women's Yellow Regular Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Women,Yellow,S,Regular Fit,Cotton,Levi's,1499,3.9,Spring,Stay fashion-forward with this versatile Yellow cotton chino shorts from Levi's. Includes a refined Regular Fit profile and high quality Cotton fabric.
PRD3459,Biba Women's Purple Slim Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Women,Purple,M,Slim Fit,Polyester,Biba,2149,4.3,Summer,"Crafted from premium Polyester, this Biba Purple cotton chino shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Slim Fit design."
PRD3460,HRX Men's Pink Relaxed Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Men,Pink,M,Relaxed Fit,Cotton,HRX,1899,3.6,Summer,"Crafted from premium Cotton, this HRX Pink cargo pocket shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Relaxed Fit design."
PRD3461,FabIndia Unisex's Red Relaxed Fit Casual Denim Shorts,shorts,Casual Denim Shorts,Unisex,Red,L,Relaxed Fit,Cotton,FabIndia,949,3.5,Summer,"Essential FabIndia Unisex's casual denim shorts tailored with a modern Relaxed Fit. Made of soft, breathable Cotton in rich Red. Ideal choice for Summer."
PRD3462,Tommy Hilfiger Unisex's Red Regular Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Unisex,Red,XXL,Regular Fit,Polyester,Tommy Hilfiger,1399,3.8,Spring,"Crafted from premium Polyester, this Tommy Hilfiger Red cotton chino shorts offers exceptional comfort and durability for Spring wardrobe styling. Features a sleek Regular Fit design."
PRD3463,Under Armour Women's Black Slim Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Women,Black,M,Slim Fit,Linen,Under Armour,1599,4.0,Summer,Stay fashion-forward with this versatile Black cotton chino shorts from Under Armour. Includes a refined Slim Fit profile and high quality Linen fabric.
PRD3464,US Polo Assn Women's Brown Regular Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Women,Brown,L,Regular Fit,Denim,US Polo Assn,1249,4.6,Summer,"Top-rated US Polo Assn cargo pocket shorts featuring premium Brown Denim. Tailored to a comfortable Regular Fit, ideal for everyday wear during Summer."
PRD3465,US Polo Assn Women's Red Relaxed Fit Cargo Pocket Shorts,shorts,Cargo Pocket Shorts,Women,Red,XXL,Relaxed Fit,Cotton,US Polo Assn,699,4.4,Summer,"Crafted from premium Cotton, this US Polo Assn Red cargo pocket shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Relaxed Fit design."
PRD3466,Aurelia Women's Navy Relaxed Fit Linen Summer Shorts,shorts,Linen Summer Shorts,Women,Navy,L,Relaxed Fit,Polyester,Aurelia,1249,4.6,Summer,Stay fashion-forward with this versatile Navy linen summer shorts from Aurelia. Includes a refined Relaxed Fit profile and high quality Polyester fabric.
PRD3467,Biba Men's Pink Relaxed Fit Cotton Chino Shorts,shorts,Cotton Chino Shorts,Men,Pink,S,Relaxed Fit,Polyester,Biba,1699,4.4,Summer,"Crafted from premium Polyester, this Biba Pink cotton chino shorts offers exceptional comfort and durability for Summer wardrobe styling. Features a sleek Relaxed Fit design."
PRD3468,Tommy Hilfiger Women's Black Slim Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Women,Black,XL,Slim Fit,Linen,Tommy Hilfiger,949,4.0,Summer,Stay fashion-forward with this versatile Black athletic running shorts from Tommy Hilfiger. Includes a refined Slim Fit profile and high quality Linen fabric.
PRD3469,Levi's Men's Green Regular Fit Athletic Running Shorts,shorts,Athletic Running Shorts,Men,Green,XL,Regular Fit,Denim,Levi's,699,3.7,Spring,"Essential Levi's Men's athletic running shorts tailored with a modern Regular Fit. Made of soft, breathable Denim in rich Green. Ideal choice for Spring."
